idStudent,idClass,mark,idSubject
180245,3245,3.5,1345
180246,3246,9.5,1346
180247,3247,4,1347
180248,3248,6,1348
180249,3249,7,1349
180250,3250,1,1350
180251,3251,2,1351
180252,3252,8,1352
180253,3253,0,1353
180254,3254,1,1354
180255,3255,10,1355
180256,3256,10,1356
180257,3257,3.5,1357
180258,3258,9,1358
180259,3259,9,1359
180260,3260,8,1360
180261,3261,8,1361
180262,3262,8.5,1362
180263,3263,2,1363
180264,3264,5,1364
180265,3265,3.5,1365
180266,3266,6,1366
180267,3267,6,1367
180268,3268,8.5,1368
180269,3269,2.5,1369
180270,3270,6,1370
180271,3271,9,1371
180272,3272,5.5,1372
180273,3273,9,1373
180274,3274,6,1374
180275,3275,0,1375
180276,3276,3.5,1376
180277,3277,8.5,1377
180278,3278,0,1378
180279,3279,2,1379
180280,3280,8.5,1380
180281,3281,9.5,1381
180282,3282,2.5,1382
180283,3283,4,1383
180284,3284,7,1384
180285,3285,9,1385
180286,3286,8,1386
180287,3287,10,1387
180288,3288,1,1388
180289,3289,4,1389
180290,3290,1,1390
180291,3291,4,1391
180292,3292,8.5,1392
180293,3293,9,1393
180294,3294,0,1394
180295,3295,0,1395
180296,3296,4,1396
180297,3297,2,1397
180298,3298,4,1398
180299,3299,6,1399
180300,3300,7,1400
180301,3301,5,1401
180302,3302,8.5,1402
180303,3303,8.5,1403
180304,3304,4.5,1404
180305,3305,3.5,1405
180306,3306,3,1406
180307,3307,4,1407
180308,3308,5.5,1408
180309,3309,4,1409
180310,3310,3,1410
180311,3311,1,1411
180312,3312,3,1412
180313,3313,9.5,1413
180314,3314,9.5,1414
180315,3315,0,1415
180316,3316,7,1416
180317,3317,3,1417
180318,3318,5,1418
180319,3319,6.5,1419
180320,3320,4.5,1420
180321,3321,7.5,1421
180322,3322,8,1422
180323,3323,0,1423
180324,3324,2.5,1424
180325,3325,7,1425
180326,3326,9.5,1426
180327,3327,4,1427
180328,3328,6.5,1428
180329,3329,3,1429
180330,3330,7,1430
180331,3331,0,1431
180332,3332,4.5,1432
180333,3333,2,1433
180334,3334,4,1434
180335,3335,2.5,1435
180336,3336,9.5,1436
180337,3337,2,1437
180338,3338,6.5,1438
180339,3339,8.5,1439
180340,3340,6.5,1440
180341,3341,3.5,1441
180342,3342,6,1442
180343,3343,7.5,1443
180344,3344,8.5,1444
180345,3345,8,1445
180346,3346,5.5,1446
180347,3347,4.5,1447
180348,3348,2,1448
180349,3349,4,1449
180350,3350,8,1450
180351,3351,6,1451
180352,3352,6,1452
180353,3353,4,1453
180354,3354,6.5,1454
180355,3355,6.5,1455
180356,3356,5.5,1456
180357,3357,8.5,1457
180358,3358,2,1458
180359,3359,9,1459
180360,3360,5.5,1460
180361,3361,3,1461
180362,3362,10,1462
180363,3363,0,1463
180364,3364,9.5,1464
180365,3365,4.5,1465
180366,3366,2,1466
180367,3367,1,1467
180368,3368,7.5,1468
180369,3369,4,1469
180370,3370,10,1470
180371,3371,7,1471
180372,3372,7.5,1472
180373,3373,3,1473
180374,3374,8.5,1474
180375,3375,10,1475
180376,3376,8.5,1476
180377,3377,4.5,1477
180378,3378,6,1478
180379,3379,6.5,1479
180380,3380,7,1480
180381,3381,4.5,1481
180382,3382,2,1482
180383,3383,4.5,1483
180384,3384,5.5,1484
180385,3385,9.5,1485
180386,3386,3.5,1486
180387,3387,6,1487
180388,3388,2,1488
180389,3389,6,1489
180390,3390,9,1490
180391,3391,2.5,1491
180392,3392,9.5,1492
180393,3393,3,1493
180394,3394,3.5,1494
180395,3395,10,1495
180396,3396,6,1496
180397,3397,3.5,1497
180398,3398,4.5,1498
180399,3399,8.5,1499
180400,3400,5.5,1500
180401,3401,4,1301
180402,3402,2.5,1302
180403,3403,6.5,1303
180404,3404,2,1304
180405,3405,3.5,1305
180406,3406,10,1306
180407,3407,8,1307
180408,3408,9.5,1308
180409,3409,2,1309
180410,3410,10,1310
180411,3411,3.5,1311
180412,3412,8.5,1312
180413,3413,9.5,1313
180414,3414,9.5,1314
180415,3415,5,1315
180416,3416,8.5,1316
180417,3417,10,1317
180418,3418,3,1318
180419,3419,0,1319
180420,3420,9,1320
180421,3421,3,1321
180422,3422,8,1322
180423,3423,8.5,1323
180424,3424,5,1324
180425,3425,3.5,1325
180426,3426,4,1326
180427,3427,6.5,1327
180428,3428,5,1328
180429,3429,5.5,1329
180430,3430,1,1330
180431,3431,9.5,1331
180432,3432,2,1332
180433,3433,3,1333
180434,3434,5,1334
180435,3435,1,1335
180436,3436,6.5,1336
180437,3437,4.5,1337
180438,3438,2,1338
180439,3439,4,1339
180440,3440,6.5,1340
180441,3441,2.5,1341
180442,3442,9,1342
180443,3443,3,1343
180444,3444,8,1344
180445,3445,2,1345
180446,3446,1,1346
180447,3447,8,1347
180448,3448,4.5,1348
180449,3449,7,1349
180450,3450,0,1350
180451,3451,9.5,1351
180452,3452,10,1352
180453,3453,7.5,1353
180454,3454,5.5,1354
180455,3455,8.5,1355
180456,3456,3,1356
180457,3457,5.5,1357
180458,3458,8.5,1358
180459,3459,4,1359
180460,3460,3.5,1360
180461,3461,3.5,1361
180462,3462,6.5,1362
180463,3463,3.5,1363
180464,3464,9,1364
180465,3465,2.5,1365
180466,3466,6.5,1366
180467,3467,7.5,1367
180468,3468,8,1368
180469,3469,8.5,1369
180470,3470,9.5,1370
180471,3471,3,1371
180472,3472,2.5,1372
180473,3473,6,1373
180474,3474,5,1374
180475,3475,1,1375
180476,3476,3,1376
180477,3477,7.5,1377
180478,3478,2.5,1378
180479,3479,5.5,1379
180480,3480,7,1380
180481,3481,1,1381
180482,3482,5,1382
180483,3483,6,1383
180484,3484,8.5,1384
180485,3485,8.5,1385
180486,3486,2,1386
180487,3487,8,1387
180488,3488,7,1388
180489,3489,8,1389
180490,3490,7.5,1390
180491,3491,0,1391
180492,3492,5.5,1392
180493,3493,3.5,1393
180494,3494,9,1394
180495,3495,3,1395
180496,3496,3,1396
180497,3497,9,1397
180498,3498,2,1398
180499,3499,0,1399
180500,3500,3.5,1400
180501,3501,6.5,1401
180502,3502,8,1402
180503,3503,7.5,1403
180504,3504,7.5,1404
180505,3505,7.5,1405
180506,3506,10,1406
180507,3507,7,1407
180508,3508,7,1408
180509,3509,8.5,1409
180510,3510,1,1410
180511,3511,8.5,1411
180512,3512,9.5,1412
180513,3513,6,1413
180514,3514,7,1414
180515,3515,9.5,1415
180516,3516,8.5,1416
180517,3517,8.5,1417
180518,3518,8,1418
180519,3519,5.5,1419
180520,3520,7.5,1420
180521,3521,5.5,1421
180522,3522,3.5,1422
180523,3523,7,1423
180524,3524,3.5,1424
180525,3525,7.5,1425
180526,3526,2.5,1426
180527,3527,8.5,1427
180528,3528,0,1428
180529,3529,8,1429
180530,3530,9.5,1430
180531,3531,2.5,1431
180532,3532,9.5,1432
180533,3533,4.5,1433
180534,3534,9.5,1434
180535,3535,1,1435
180536,3536,5.5,1436
180537,3537,5,1437
180538,3538,7,1438
180539,3539,2,1439
180540,3540,8,1440
180541,3541,8,1441
180542,3542,3.5,1442
180543,3543,5.5,1443
180544,3544,1,1444
180545,3545,2.5,1445
180546,3546,1,1446
180547,3547,4.5,1447
180548,3548,1,1448
180549,3549,8,1449
180550,3550,8,1450
180551,3551,2,1451
180552,3552,7.5,1452
180553,3553,7,1453
180554,3554,7.5,1454
180555,3555,5.5,1455
180556,3556,3.5,1456
180557,3557,6,1457
180558,3558,5,1458
180559,3559,2,1459
180560,3560,0,1460
180561,3561,5.5,1461
180562,3562,0,1462
180563,3563,6,1463
180564,3564,3,1464
180565,3565,0,1465
180566,3566,9.5,1466
180567,3567,5.5,1467
180568,3568,0,1468
180569,3569,7.5,1469
180570,3570,3.5,1470
180571,3571,5,1471
180572,3572,2,1472
180573,3573,4,1473
180574,3574,6,1474
180575,3575,4,1475
180576,3576,6,1476
180577,3577,8,1477
180578,3578,6.5,1478
180579,3579,3.5,1479
180580,3580,7.5,1480
180581,3581,5.5,1481
180582,3582,3.5,1482
180583,3583,8,1483
180584,3584,6,1484
180585,3585,1,1485
180586,3586,6.5,1486
180587,3587,2.5,1487
180588,3588,6,1488
180589,3589,7.5,1489
180590,3590,6,1490
180591,3591,7,1491
180592,3592,5,1492
180593,3593,6,1493
180594,3594,5.5,1494
180595,3595,1,1495
180596,3596,8,1496
180597,3597,4.5,1497
180598,3598,5.5,1498
180599,3599,6,1499
180600,3600,9,1500
180601,3601,6,1301
180602,3602,1,1302
180603,3603,9,1303
180604,3604,9,1304
180605,3605,6.5,1305
180606,3606,5.5,1306
180607,3607,6.5,1307
180608,3608,9.5,1308
180609,3609,10,1309
180610,3610,6,1310
180611,3611,1,1311
180612,3612,3,1312
180613,3613,8,1313
180614,3614,6,1314
180615,3615,0,1315
180616,3616,9,1316
180617,3617,3.5,1317
180618,3618,1,1318
180619,3619,5,1319
180620,3620,4.5,1320
180621,3621,8.5,1321
180622,3622,8.5,1322
180623,3623,7,1323
180624,3624,8,1324
180625,3625,4,1325
180626,3626,6,1326
180627,3627,7,1327
180628,3628,0,1328
180629,3629,5,1329
180630,3630,3,1330
180631,3631,6.5,1331
180632,3632,9,1332
180633,3633,5.5,1333
180634,3634,3,1334
180635,3635,5,1335
180636,3636,8.5,1336
180637,3637,7,1337
180638,3638,3.5,1338
180639,3639,6,1339
180640,3640,4.5,1340
180641,3641,4,1341
180642,3642,10,1342
180643,3643,10,1343
180644,3644,9,1344
180645,3645,7.5,1345
180646,3646,4.5,1346
180647,3647,4,1347
180648,3648,3.5,1348
180649,3649,1,1349
180650,3650,4,1350
180651,3651,6.5,1351
180652,3652,8.5,1352
180653,3653,5.5,1353
180654,3654,6,1354
180655,3655,2.5,1355
180656,3656,4,1356
180657,3657,0,1357
180658,3658,6,1358
180659,3659,2.5,1359
180660,3660,3,1360
180661,3661,4,1361
180662,3662,2,1362
180663,3663,6.5,1363
180664,3664,1,1364
180665,3665,3.5,1365
180666,3666,9,1366
180667,3667,3,1367
180668,3668,2,1368
180669,3669,3.5,1369
180670,3670,7,1370
180671,3671,4,1371
180672,3672,8.5,1372
180673,3673,3.5,1373
180674,3674,5,1374
180675,3675,3.5,1375
180676,3676,2.5,1376
180677,3677,7,1377
180678,3678,8,1378
180679,3679,6,1379
180680,3680,7,1380
180681,3681,3,1381
180682,3682,8.5,1382
180683,3683,3,1383
180684,3684,7.5,1384
180685,3685,6,1385
180686,3686,9.5,1386
180687,3687,8,1387
180688,3688,7,1388
180689,3689,10,1389
180690,3690,4,1390
180691,3691,7,1391
180692,3692,6,1392
180693,3693,6.5,1393
180694,3694,6.5,1394
180695,3695,8,1395
180696,3696,5.5,1396
180697,3697,9,1397
180698,3698,6.5,1398
180699,3699,4.5,1399
180700,3700,2.5,1400
180701,3701,9.5,1401
180702,3702,5.5,1402
180703,3703,8.5,1403
180704,3704,5.5,1404
180705,3705,6.5,1405
180706,3706,2,1406
180707,3707,7,1407
180708,3708,7,1408
180709,3709,5.5,1409
180710,3710,5.5,1410
180711,3711,8,1411
180712,3712,9,1412
180713,3713,8,1413
180714,3714,3.5,1414
180715,3715,6,1415
180716,3716,3,1416
180717,3717,4,1417
180718,3718,3.5,1418
180719,3719,1,1419
180720,3720,4.5,1420
180721,3721,5,1421
180722,3722,0,1422
180723,3723,1,1423
180724,3724,4.5,1424
180725,3725,4,1425
180726,3726,6.5,1426
180727,3727,9.5,1427
180728,3728,6.5,1428
180729,3729,7,1429
180730,3730,5,1430
180731,3731,2.5,1431
180732,3732,5.5,1432
180733,3733,0,1433
180734,3734,3,1434
180735,3735,8,1435
180736,3736,4.5,1436
180737,3737,4,1437
180738,3738,8,1438
180739,3739,3,1439
180740,3740,10,1440
180741,3741,6,1441
180742,3742,0,1442
180743,3743,9.5,1443
180744,3744,9.5,1444
180745,3745,6.5,1445
180746,3746,8,1446
180747,3747,3,1447
180748,3748,9.5,1448
180749,3749,7,1449
180750,3750,2.5,1450
180751,3751,4,1451
180752,3752,1,1452
180753,3753,4.5,1453
180754,3754,1,1454
180755,3755,8.5,1455
180756,3756,2.5,1456
180757,3757,5,1457
180758,3758,9.5,1458
180759,3759,3.5,1459
180760,3760,9,1460
180761,3761,10,1461
180762,3762,2.5,1462
180763,3763,8.5,1463
180764,3764,5.5,1464
180765,3765,3,1465
180766,3766,10,1466
180767,3767,7,1467
180768,3768,1,1468
180769,3769,3,1469
180770,3770,9,1470
180771,3771,0,1471
180772,3772,4.5,1472
180773,3773,4,1473
180774,3774,0,1474
180775,3775,3.5,1475
180776,3776,9.5,1476
180777,3777,2.5,1477
180778,3778,4,1478
180779,3779,4,1479
180780,3780,5.5,1480
180781,3781,8.5,1481
180782,3782,4,1482
180783,3783,6,1483
180784,3784,7,1484
180785,3785,8,1485
180786,3786,8,1486
180787,3787,2.5,1487
180788,3788,4,1488
180789,3789,3,1489
180790,3790,6.5,1490
180791,3791,3,1491
180792,3792,9,1492
180793,3793,5.5,1493
180794,3794,5.5,1494
180795,3795,7.5,1495
180796,3796,7.5,1496
180797,3797,4,1497
180798,3798,6,1498
180799,3799,3,1499
180800,3800,6,1500
180801,3801,7.5,1301
180802,3802,7,1302
180803,3803,4,1303
180804,3804,3,1304
180805,3805,2.5,1305
180806,3806,8,1306
180807,3807,9,1307
180808,3808,2,1308
180809,3809,6.5,1309
180810,3810,4.5,1310
180811,3811,3.5,1311
180812,3812,1,1312
180813,3813,0,1313
180814,3814,9.5,1314
180815,3815,7,1315
180816,3816,4.5,1316
180817,3817,6,1317
180818,3818,6.5,1318
180819,3819,2,1319
180820,3820,7,1320
180821,3821,10,1321
180822,3822,5,1322
180823,3823,3.5,1323
180824,3824,9.5,1324
180825,3825,4.5,1325
180826,3826,4.5,1326
180827,3827,6.5,1327
180828,3828,10,1328
180829,3829,8.5,1329
180830,3830,10,1330
180831,3831,6.5,1331
180832,3832,7,1332
180833,3833,5.5,1333
180834,3834,9,1334
180835,3835,4.5,1335
180836,3836,0,1336
180837,3837,9,1337
180838,3838,3.5,1338
180839,3839,4.5,1339
180840,3840,6,1340
180841,3841,9,1341
180842,3842,7,1342
180843,3843,10,1343
180844,3844,7.5,1344
180845,3845,9.5,1345
180846,3846,6,1346
180847,3847,8,1347
180848,3848,9.5,1348
180849,3849,8.5,1349
180850,3850,5.5,1350
180851,3851,8,1351
180852,3852,9,1352
180853,3853,9.5,1353
180854,3854,0,1354
180855,3855,6.5,1355
180856,3856,5.5,1356
180857,3857,2.5,1357
180858,3858,5.5,1358
180859,3859,6.5,1359
180860,3860,5.5,1360
180861,3861,3,1361
180862,3862,0,1362
180863,3863,4,1363
180864,3864,8,1364
180865,3865,8.5,1365
180866,3866,9,1366
180867,3867,8.5,1367
180868,3868,2,1368
180869,3869,8.5,1369
180870,3870,8.5,1370
180871,3871,3.5,1371
180872,3872,0,1372
180873,3873,5.5,1373
180874,3874,8.5,1374
180875,3875,6,1375
180876,3876,4,1376
180877,3877,7.5,1377
180878,3878,3,1378
180879,3879,6,1379
180880,3880,7,1380
180881,3881,1,1381
180882,3882,3,1382
180883,3883,8.5,1383
180884,3884,10,1384
180885,3885,9.5,1385
180886,3886,8,1386
180887,3887,6.5,1387
180888,3888,4,1388
180889,3889,2.5,1389
180890,3890,4,1390
180891,3891,4.5,1391
180892,3892,1,1392
180893,3893,8,1393
180894,3894,4,1394
180895,3895,8.5,1395
180896,3896,4.5,1396
180897,3897,7,1397
180898,3898,10,1398
180899,3899,5.5,1399
180900,3900,4,1400
180901,3901,9,1401
180902,3902,2,1402
180903,3903,4.5,1403
180904,3904,9.5,1404
180905,3905,6.5,1405
180906,3906,7,1406
180907,3907,3,1407
180908,3908,10,1408
180909,3909,9,1409
180910,3910,4.5,1410
180911,3911,7.5,1411
180912,3912,4.5,1412
180913,3913,0,1413
180914,3914,0,1414
180915,3915,2,1415
180916,3916,10,1416
180917,3917,9.5,1417
180918,3918,1,1418
180919,3919,8,1419
180920,3920,1,1420
180921,3921,4.5,1421
180922,3922,8.5,1422
180923,3923,8.5,1423
180924,3924,4.5,1424
180925,3925,5.5,1425
180926,3926,9.5,1426
180927,3927,5,1427
180928,3928,10,1428
180929,3929,8,1429
180930,3930,8.5,1430
180931,3931,3,1431
180932,3932,4.5,1432
180933,3933,7.5,1433
180934,3934,3.5,1434
180935,3935,5,1435
180936,3936,6,1436
180937,3937,5.5,1437
180938,3938,8.5,1438
180939,3939,9.5,1439
180940,3940,2.5,1440
180941,3941,6,1441
180942,3942,10,1442
180943,3943,4,1443
180944,3944,5.5,1444
180945,3945,5,1445
180946,3946,4,1446
180947,3947,5.5,1447
180948,3948,3.5,1448
180949,3949,3,1449
180950,3950,4.5,1450
180951,3951,5,1451
180952,3952,10,1452
180953,3953,7,1453
180954,3954,2.5,1454
180955,3955,8,1455
180956,3956,7.5,1456
180957,3957,3.5,1457
180958,3958,9.5,1458
180959,3959,2.5,1459
180960,3960,3.5,1460
180961,3961,5,1461
180962,3962,3.5,1462
180963,3963,8.5,1463
180964,3964,4.5,1464
180965,3965,5.5,1465
180966,3966,7.5,1466
180967,3967,8.5,1467
180968,3968,4.5,1468
180969,3969,2,1469
180970,3970,6,1470
180971,3971,9,1471
180972,3972,9.5,1472
180973,3973,5,1473
180974,3974,4,1474
180975,3975,8.5,1475
180976,3976,8,1476
180977,3977,6,1477
180978,3978,7,1478
180979,3979,7,1479
180980,3980,6.5,1480
180981,3981,9,1481
180982,3982,7.5,1482
180983,3983,9.5,1483
180984,3984,6,1484
180985,3985,5,1485
180986,3986,9,1486
180987,3987,8,1487
180988,3988,4.5,1488
180989,3989,8,1489
180990,3990,3.5,1490
180991,3991,2.5,1491
180992,3992,2,1492
180993,3993,9,1493
180994,3994,8.5,1494
180995,3995,6,1495
180996,3996,3,1496
180997,3997,4,1497
180998,3998,7.5,1498
180999,3999,7.5,1499
181000,4000,8.5,1500
181001,4001,10,1301
181002,4002,7,1302
181003,4003,10,1303
181004,4004,2,1304
181005,4005,0,1305
181006,4006,2,1306
181007,4007,5.5,1307
181008,4008,9.5,1308
181009,4009,10,1309
181010,4010,3.5,1310
181011,4011,9.5,1311
181012,4012,9.5,1312
181013,4013,9.5,1313
181014,4014,0,1314
181015,4015,8.5,1315
181016,4016,7,1316
181017,4017,3.5,1317
181018,4018,9,1318
181019,4019,8,1319
181020,4020,1,1320
181021,4021,5.5,1321
181022,4022,7.5,1322
181023,4023,9,1323
181024,4024,7,1324
181025,4025,6,1325
181026,4026,6.5,1326
181027,4027,3,1327
181028,4028,9.5,1328
181029,4029,6.5,1329
181030,4030,9,1330
181031,4031,7.5,1331
181032,4032,4,1332
181033,4033,4.5,1333
181034,4034,2,1334
181035,4035,8,1335
181036,4036,0,1336
181037,4037,0,1337
181038,4038,2.5,1338
181039,4039,9.5,1339
181040,4040,1,1340
181041,4041,1,1341
181042,4042,7.5,1342
181043,4043,10,1343
181044,4044,5,1344
181045,4045,7,1345
181046,4046,7.5,1346
181047,4047,9,1347
181048,4048,7,1348
181049,4049,6,1349
181050,4050,10,1350
181051,4051,4.5,1351
181052,4052,4.5,1352
181053,4053,6,1353
181054,4054,4.5,1354
181055,4055,10,1355
181056,4056,8.5,1356
181057,4057,3.5,1357
181058,4058,8,1358
181059,4059,4,1359
181060,4060,5,1360
181061,4061,3.5,1361
181062,4062,7.5,1362
181063,4063,5,1363
181064,4064,2.5,1364
181065,4065,2,1365
181066,4066,4,1366
181067,4067,4,1367
181068,4068,7.5,1368
181069,4069,1,1369
181070,4070,6.5,1370
181071,4071,1,1371
181072,4072,5.5,1372
181073,4073,1,1373
181074,4074,0,1374
181075,4075,9,1375
181076,4076,3.5,1376
181077,4077,9,1377
181078,4078,5,1378
181079,4079,4,1379
181080,4080,4,1380
181081,4081,8.5,1381
181082,4082,7.5,1382
181083,4083,7,1383
181084,4084,1,1384
181085,4085,3,1385
181086,4086,9.5,1386
181087,4087,3.5,1387
181088,4088,6.5,1388
181089,4089,5,1389
181090,4090,10,1390
181091,4091,9.5,1391
181092,4092,10,1392
181093,4093,4.5,1393
181094,4094,3,1394
181095,4095,7.5,1395
181096,4096,7.5,1396
181097,4097,6.5,1397
181098,4098,2,1398
181099,4099,3.5,1399
181100,4100,2.5,1400
181101,4101,3,1401
181102,4102,4.5,1402
181103,4103,2.5,1403
181104,4104,6,1404
181105,4105,4.5,1405
181106,4106,2,1406
181107,4107,0,1407
181108,4108,5,1408
181109,4109,0,1409
181110,4110,9.5,1410
181111,4111,6.5,1411
181112,4112,5,1412
181113,4113,10,1413
181114,4114,7.5,1414
181115,4115,10,1415
181116,4116,1,1416
181117,4117,9.5,1417
181118,4118,4,1418
181119,4119,1,1419
181120,4120,7,1420
181121,4121,7.5,1421
181122,4122,6,1422
181123,4123,10,1423
181124,4124,7,1424
181125,4125,8.5,1425
181126,4126,5,1426
181127,4127,8.5,1427
181128,4128,8,1428
181129,4129,5.5,1429
181130,4130,2,1430
181131,4131,5,1431
181132,4132,4,1432
181133,4133,4,1433
181134,4134,2.5,1434
181135,4135,10,1435
181136,4136,2.5,1436
181137,4137,4,1437
181138,4138,3,1438
181139,4139,3,1439
181140,4140,7,1440
181141,4141,5.5,1441
181142,4142,9.5,1442
181143,4143,6,1443
181144,4144,3,1444
181145,4145,5.5,1445
181146,4146,10,1446
181147,4147,2,1447
181148,4148,7,1448
181149,4149,9.5,1449
181150,4150,0,1450
181151,4151,2.5,1451
181152,4152,5,1452
181153,4153,3.5,1453
181154,4154,5.5,1454
181155,4155,9,1455
181156,4156,1,1456
181157,4157,6,1457
181158,4158,3,1458
181159,4159,0,1459
181160,4160,3,1460
181161,4161,0,1461
181162,4162,10,1462
181163,4163,7.5,1463
181164,4164,7,1464
181165,4165,6,1465
181166,4166,2.5,1466
181167,4167,1,1467
181168,4168,5.5,1468
181169,4169,3.5,1469
181170,4170,5.5,1470
181171,4171,5,1471
181172,4172,2,1472
181173,4173,8.5,1473
181174,4174,9.5,1474
181175,4175,6.5,1475
181176,4176,1,1476
